,max,location
existence,0.1858210013513861,16
integrity,0.1858210013513861,16
certification,0.1858210013513861,16
ownership,0.1858210013513861,16
proofs,0.1858210013513861,16
structure,0.1858210013513861,16
file,0.1858210013513861,16
identifiers,0.1858210013513861,16
hashes,0.1858210013513861,16
protocol,0.18566964806802505,13
state,0.1833423620242328,13
database,0.1833423620242328,13
inputs,0.18212420883742408,13
rules,0.18212420883742408,13
capabilities,0.18212420883742408,13
technology,0.18212420883742408,13
preferences,0.18212420883742408,13
plurality,0.18118290619031535,16
disclosure,0.18096697912877804,16
hash,0.18096697912877804,16
communication,0.17841166796611674,16
units,0.17841166796611674,16
block,0.17841166796611674,16
unit,0.17207117556519477,16
blockchain,0.1690452500430437,13
identity,0.16661861989818977,11
fraud,0.16661861989818977,11
identities,0.16661861989818977,11
score,0.16661861989818977,11
consumers,0.16661861989818977,11
business,0.16661861989818977,11
assessment,0.16661861989818977,11
tools,0.16661861989818977,11
connections,0.16661861989818977,11
entities,0.16661861989818977,11
risk,0.16661861989818977,11
techniques,0.16661861989818977,11
organizations,0.16661861989818977,11
authenticity,0.16661861989818977,11
invention,0.16607132468763108,13
methods,0.1627161527299198,17
chain,0.16088861109470037,13
structures,0.1580041302808186,16
way,0.15407378190821736,17
verification,0.1534233200098142,16
ones,0.15204358575295968,16
sources,0.15191319757026261,11
response,0.14959861576814681,25
share,0.14542904907805923,24
input,0.135051991893285,25
approach,0.1344377006618083,25
user,0.12995419353963927,13
browser,0.12817237667865553,25
api,0.12817237667865553,25
set,0.12781396580369714,13
interest,0.12681672277553102,17
object,0.12681672277553102,17
ability,0.1258007161386636,17
verifier,0.1258007161386636,17
anchor,0.1258007161386636,17
trust,0.12542322232277797,17
environments,0.12351386061875556,19
embodiments,0.12347433656074719,11
analysis,0.12284154015972738,11
root,0.12252720209988963,17
receiving,0.12224131970394296,25
site,0.12017011102940317,25
supply,0.11940679214054314,15
records,0.11940679214054314,15
representation,0.11940679214054314,15
quantities,0.11874232133980585,24
shares,0.11874232133980585,24
accounts,0.11874232133980585,24
asset,0.11874232133980585,24
participant,0.11874232133980585,24
association,0.11874232133980585,24
price,0.11873746497592509,24
quantity,0.11785545359992813,24
destination,0.11777362744651479,24
service,0.11763039945447007,17
application,0.1171675185562774,25
item,0.11672917723423194,15
record,0.11672917723423194,15
data,0.1155696895192136,13
members,0.11445378239523907,14
relationships,0.11445378239523907,14
anonymity,0.11445378239523907,14
validation,0.11445378239523907,14
group,0.11445378239523907,14
providers,0.11445378239523907,14
concept,0.11445378239523907,14
requirements,0.11445378239523907,14
assistance,0.11445378239523907,14
ledgers,0.11445378239523907,14
protocols,0.11445378239523907,14
community,0.11445378239523907,14
creation,0.11445378239523907,14
updates,0.11445378239523907,14
chains,0.11445378239523907,14
accurate,0.11445378239523907,14
mechanism,0.11445378239523907,14
claims,0.11445378239523907,14
form,0.11445378239523907,14
services,0.11445378239523907,14
policy,0.11445378239523907,14
protection,0.11445378239523907,14
attributes,0.11445378239523907,14
exchange,0.11296979255458701,24
network,0.1125977840647997,11
computers,0.1107956746015516,24
fields,0.11031633383323292,12
retrieval,0.11031633383323292,12
layers,0.11031633383323292,12
p2p,0.11031633383323292,12
field,0.11031633383323292,12
communications,0.11031633383323292,12
cryptocurrency,0.11031633383323292,12
cloud,0.11031633383323292,12
blocks,0.11031633383323292,12
result,0.10979484142300222,24
objects,0.10854481674039984,14
signatures,0.10854481674039984,14
users,0.10755716821275761,14
code,0.10754835759949342,15
identifier,0.10628932704704187,15
secure,0.10624394417810551,14
management,0.1056511566535248,14
portions,0.10497776445244113,19
assets,0.10459448174029193,24
identification,0.10281279902850969,14
authentication,0.10155104476267088,22
payment,0.10121968131811798,25
capability,0.1008129331896339,25
rating,0.1008129331896339,25
marketplace,0.1008129331896339,25
locking,0.1008129331896339,25
platforms,0.1008129331896339,25
communicating,0.1008129331896339,25
rate,0.1008129331896339,25
peertopeer,0.09867444579077687,12
privacy,0.09867444579077687,12
product,0.09723585523059779,25
systems,0.09664795165879975,17
types,0.09401759737268472,25
implementations,0.09401759737268472,25
metrics,0.09401759737268472,25
processing,0.09321015245621202,30
algorithm,0.08996225023591035,25
aggregate,0.08979133161176923,25
lock,0.08979133161176923,25
release,0.08928101598879071,18
herein,0.08928101598879071,18
module,0.08928101598879071,18
receiver,0.08928101598879071,18
circulation,0.08928101598879071,18
manifest,0.08928101598879071,18
subset,0.08928101598879071,18
failure,0.08928101598879071,18
instruction,0.08928101598879071,18
receive,0.08928101598879071,18
issuance,0.08928101598879071,18
interfaces,0.08928101598879071,18
condition,0.08928101598879071,18
center,0.08928101598879071,18
repair,0.08928101598879071,18
logic,0.08928101598879071,18
sender,0.08928101598879071,18
maintenance,0.08928101598879071,18
create,0.08928101598879071,18
wallets,0.08928101598879071,18
description,0.08895453945977298,17
size,0.08895453945977298,17
validity,0.08895453945977298,17
target,0.08895453945977298,17
period,0.08895453945977298,17
medium,0.08895453945977298,17
reputation,0.08895453945977298,17
tokens,0.08895453945977298,17
cash,0.08895453945977298,17
comparison,0.08895453945977298,17
buyer,0.08895453945977298,17
setting,0.08895453945977298,17
savings,0.08895453945977298,17
measurement,0.08895453945977298,17
circuitry,0.08874187929465213,27
provider,0.08842244280645534,17
respective,0.08733748841405212,19
io,0.08733748841405212,19
initiation,0.08733748841405212,19
sites,0.08733748841405212,19
date,0.08733748841405212,19
possession,0.08733748841405212,19
versions,0.08733748841405212,19
files,0.08733748841405212,19
receives,0.08733748841405212,19
algorithms,0.08733748841405212,19
transmits,0.08733748841405212,19
space,0.08733748841405212,19
networking,0.08733748841405212,19
series,0.08733748841405212,19
detect,0.08733748841405212,19
functions,0.08733748841405212,19
environment,0.08733748841405212,19
networks,0.08733748841405212,19
need,0.08733748841405212,19
secret,0.08733748841405212,19
posting,0.08733748841405212,19
requests,0.08733748841405212,19
paper,0.08733748841405212,19
cases,0.08733748841405212,19
life,0.08733748841405212,19
respect,0.08733748841405212,19
documents,0.08698602172527867,23
transmitting,0.08671704204255135,21
portion,0.0849310551158356,19
generation,0.0844333524423106,15
production,0.0844333524423106,15
addition,0.0844333524423106,15
unique,0.0844333524423106,15
subscriber,0.0844333524423106,15
nonce,0.0844333524423106,15
context,0.0844333524423106,15
string,0.0844333524423106,15
custody,0.0844333524423106,15
side,0.0839635006332088,24
character,0.0839635006332088,24
store,0.0839635006332088,24
properties,0.0839635006332088,24
repository,0.0839635006332088,24
pair,0.0839635006332088,24
details,0.0839635006332088,24
token,0.0839635006332088,24
inclusion,0.0839635006332088,24
face,0.0839635006332088,24
controller,0.0839635006332088,24
elements,0.0839635006332088,24
sharing,0.0839635006332088,24
report,0.0839635006332088,24
update,0.0839635006332088,24
sides,0.0839635006332088,24
purchase,0.083395428088883,19
error,0.08302450450127993,22
registration,0.08302450450127993,22
subsystem,0.08302450450127993,22
pieces,0.08302450450127993,22
voting,0.08302450450127993,22
timestamp,0.08302450450127993,22
collection,0.08302450450127993,22
packet,0.08302450450127993,22
barcode,0.08302450450127993,22
processes,0.08302450450127993,22
path,0.08302450450127993,22
fingerprint,0.08302450450127993,22
vote,0.08302450450127993,22
point,0.08302450450127993,22
iot,0.08302450450127993,22
parameters,0.08302450450127993,22
infrastructure,0.08302450450127993,22
examples,0.08302450450127993,22
contracts,0.08302450450127993,22
trail,0.08302450450127993,22
election,0.08302450450127993,22
combination,0.08302450450127993,22
biometric,0.08302450450127993,22
limit,0.08302450450127993,22
votes,0.08302450450127993,22
bitcoin,0.08274909703155064,12
log,0.08247219042208222,31
aspects,0.08218790178871548,27
payments,0.08130666146617062,21
changes,0.08130666146617062,21
terminal,0.08130666146617062,21
questions,0.08130666146617062,21
purchases,0.08130666146617062,21
review,0.08130666146617062,21
purchasing,0.08130666146617062,21
modification,0.08130666146617062,21
cluster,0.08130666146617062,21
relationship,0.08130666146617062,21
results,0.08066610701557496,25
interaction,0.08066610701557496,25
document,0.0804170251268136,19
text,0.07960309604545643,25
level,0.0788039593680305,25
device,0.0784741933197679,18
card,0.07812924423943397,24
applications,0.07812224293159248,26
information,0.07792127777552973,17
implements,0.07787618764940415,15
proof,0.07787618764940415,15
channel,0.07787618764940415,15
replacement,0.07787618764940415,15
measurements,0.07787618764940415,15
attestation,0.07787618764940415,15
engine,0.0776538428062651,20
method,0.07738756511747305,13
recognition,0.0772538113532319,26
domain,0.0772538113532319,26
scheme,0.07699457606600903,28
metadata,0.076886108600837,23
segments,0.076886108600837,23
instances,0.076886108600837,23
peers,0.076886108600837,23
seal,0.076886108600837,23
knowledge,0.07645694414509831,18
settlement,0.07645694414509831,18
amount,0.07645694414509831,18
memory,0.07645694414509831,18
request,0.07633055780803852,25
key,0.076280667542469,18
resource,0.07620604367305192,27
merchant,0.07562871200542394,19
consumer,0.07548484896803602,25
links,0.07526405600383487,21
items,0.07418881540391431,15
characteristics,0.07378911888310508,24
duration,0.07369370254965095,12
market,0.07369370254965095,12
machine,0.07369370254965095,12
integration,0.07369370254965095,12
link,0.07369370254965095,12
andor,0.07369370254965095,12
machines,0.07369370254965095,12
tag,0.07369370254965095,12
sale,0.07369370254965095,12
activity,0.07369370254965095,12
authorization,0.07369370254965095,12
sensors,0.07369370254965095,12
identifies,0.07369370254965095,12
comprise,0.07369370254965095,12
location,0.07368090650645061,24
wireless,0.0729946347840126,22
graph,0.07280496863156682,24
stores,0.07235233848858799,18
subsets,0.0718074323882632,22
confirmation,0.0715287282854636,25
version,0.07142798053956313,22
interactions,0.07059662275381923,25
host,0.07045838707118324,18
currency,0.07045838707118324,18
time,0.07012270420406153,17
registry,0.06956482464929896,31
operations,0.0694929771644148,22
entries,0.0689240928705529,31
breach,0.0689240928705529,31
use,0.0688068058448651,12
distribution,0.0688068058448651,12
person,0.06812435632628056,24
example,0.06745434242534026,19
computing,0.0674160941383267,21
id,0.0671115061228897,25
connection,0.06653286995089651,21
process,0.06557564304648988,19
party,0.06530079925564242,21
type,0.06527486732656006,29
operation,0.0649683227459507,19
nodes,0.06491633281775472,24
relate,0.06490598315785168,34
ledger,0.06428541054951811,15
value,0.06399017224369442,17
instructions,0.06388341841535791,27
eg,0.06341085229575551,23
codes,0.06293710390112413,19
signs,0.06286580810787609,28
challenge,0.06286580810787609,28
rf,0.06286580810787609,28
zone,0.06286580810787609,28
redundancy,0.06286580810787609,28
groups,0.062369460810374006,14
contents,0.06209050606702822,23
template,0.061915077580066306,22
sensor,0.06189781136471438,19
events,0.06174119735444788,31
apparatus,0.06150461889581283,24
system,0.06077190250218356,19
transfer,0.060740589340278726,24
vehicle,0.06055616389691435,28
solution,0.06055616389691435,28
signature,0.06047613365155002,15
transmission,0.06044676878767344,18
message,0.06044676878767344,18
goods,0.05980536149726803,15
provenance,0.05980536149726803,15
values,0.05980536149726803,15
source,0.05980536149726803,15
consensus,0.05980536149726803,15
profile,0.059545797704419985,23
node,0.05945775340534049,22
vault,0.05847641027593762,21
locations,0.05847641027593762,21
transaction,0.05844939244878478,21
element,0.05729280000088303,26
interface,0.057194177741918525,15
internet,0.05719153873423415,19
range,0.05595014111507513,29
model,0.05581957024917793,28
strength,0.055123809345243975,27
reporting,0.055123809345243975,27
parts,0.055123809345243975,27
sample,0.055123809345243975,27
merkle,0.055123809345243975,27
modules,0.055123809345243975,27
sequence,0.055123809345243975,27
scanning,0.055123809345243975,27
tags,0.055123809345243975,27
keywords,0.055123809345243975,27
criterion,0.055123809345243975,27
outputs,0.055123809345243975,27
end,0.055123809345243975,27
attempts,0.055123809345243975,27
core,0.055123809345243975,27
means,0.055123809345243975,27
belongs,0.055123809345243975,27
individuals,0.055123809345243975,27
client,0.05501789103477438,22
solutions,0.05490955883350425,20
reports,0.05490955883350425,20
cost,0.05490955883350425,20
models,0.05490955883350425,20
controllers,0.05490955883350425,20
detection,0.05490955883350425,20
delay,0.05490955883350425,20
timestamps,0.05490955883350425,20
slot,0.05490955883350425,20
food,0.05490955883350425,20
length,0.05490955883350425,20
paths,0.05490955883350425,20
human,0.05490955883350425,20
analytics,0.05490955883350425,20
switch,0.05490955883350425,20
port,0.05490955883350425,20
queries,0.05490955883350425,20
subscribers,0.05490955883350425,20
conversion,0.05490955883350425,20
charge,0.05490955883350425,20
match,0.05490955883350425,20
imaging,0.05490955883350425,20
backup,0.05490955883350425,20
preference,0.05490955883350425,20
app,0.05490955883350425,20
topology,0.05490955883350425,20
frequency,0.05490955883350425,20
processors,0.05490955883350425,20
transceivers,0.05490955883350425,20
owner,0.05490955883350425,20
temperature,0.05490955883350425,20
travel,0.05490955883350425,20
threshold,0.05490955883350425,20
search,0.05490955883350425,20
variety,0.05490955883350425,20
trip,0.05490955883350425,20
cells,0.05490955883350425,20
transceiver,0.05490955883350425,20
animal,0.05490955883350425,20
presence,0.05462669388037657,26
master,0.05462669388037657,26
member,0.05462669388037657,26
digital,0.05462669388037657,26
game,0.05462669388037657,26
view,0.05462669388037657,26
mark,0.05462669388037657,26
relative,0.05462669388037657,26
dataset,0.05462669388037657,26
accordance,0.05462669388037657,26
permission,0.05462669388037657,26
mapping,0.05462669388037657,26
configuration,0.05462669388037657,26
motion,0.05462669388037657,26
datastore,0.05462669388037657,26
factor,0.05462669388037657,26
controls,0.05462669388037657,26
collaboration,0.05462669388037657,26
graphs,0.05462669388037657,26
creator,0.05462669388037657,26
container,0.05462669388037657,26
indicative,0.05462669388037657,26
remote,0.05462669388037657,26
test,0.05462669388037657,26
learning,0.05462669388037657,26
utilization,0.05462669388037657,26
conjunction,0.05462669388037657,26
benefits,0.05462669388037657,26
requirement,0.05462669388037657,26
segment,0.05462669388037657,26
recipient,0.05462669388037657,26
detecting,0.05462669388037657,26
products,0.05445424103908592,24
output,0.05440795584573907,22
standards,0.054366688770697176,23
credit,0.054366688770697176,23
hashing,0.054366688770697176,23
light,0.054366688770697176,23
debit,0.054366688770697176,23
stream,0.054366688770697176,23
facility,0.054366688770697176,23
latency,0.054366688770697176,23
beacon,0.054366688770697176,23
improvements,0.054366688770697176,23
streams,0.054366688770697176,23
things,0.054366688770697176,23
cyber,0.054366688770697176,23
aggregation,0.054366688770697176,23
scores,0.054366688770697176,23
alignment,0.054366688770697176,23
stamp,0.054366688770697176,23
password,0.054366688770697176,23
approval,0.054366688770697176,23
framework,0.054366688770697176,23
cryptocurrencies,0.05411259715052878,36
storage,0.0540205010164993,22
control,0.053723430510233344,24
parties,0.05333080173447387,14
support,0.05299551333013846,34
compliance,0.05298615509530299,26
event,0.052965824980205765,25
differences,0.052961243000931135,27
web,0.052925722206654674,37
enrollment,0.05280985065640787,22
feature,0.05272931379409547,26
packages,0.05144465481640446,27
validating,0.05144465481640446,27
manipulation,0.05141859428308401,23
points,0.05141859428308401,23
profiles,0.05141859428308401,23
representations,0.05110609441962696,35
tenant,0.05110609441962696,35
collision,0.05110609441962696,35
name,0.05110609441962696,35
criteria,0.051050011494493834,32
smart,0.051050011494493834,32
ue,0.05099770923380132,39
function,0.050787335319094185,15
storing,0.05074314775619186,23
antenna,0.05047588119177898,29
areas,0.05047588119177898,29
stack,0.05047588119177898,29
requestor,0.05047588119177898,29
flow,0.05047588119177898,29
packets,0.05047588119177898,29
expectation,0.05047588119177898,29
microcontroller,0.05047588119177898,29
battery,0.05047588119177898,29
schema,0.05047588119177898,29
parallel,0.05047588119177898,29
url,0.05047588119177898,29
usage,0.05047588119177898,29
format,0.05047588119177898,29
pool,0.05047588119177898,29
decryption,0.05047588119177898,29
manner,0.05047588119177898,29
route,0.05047588119177898,29
inventory,0.05047588119177898,29
shipment,0.05047588119177898,29
purpose,0.05047588119177898,29
register,0.05047588119177898,29
body,0.05047588119177898,29
design,0.05047588119177898,29
transmissions,0.05047588119177898,29
camera,0.05043889515566178,22
pairs,0.05042749863730971,20
receipt,0.0503747101079366,24
handling,0.05032067496097787,23
images,0.05024781976938345,20
contract,0.050072356289426724,32
access,0.05005996088326544,23
operating,0.05002105722860824,23
messages,0.04998385759973254,30
return,0.04996567255792608,33
behavior,0.04979990773790311,23
tree,0.04967893160931786,27
sets,0.049451466663732596,31
participants,0.04920578902808642,34
recording,0.04920578902808642,34
institution,0.04920578902808642,34
change,0.04920578902808642,34
comprising,0.04911030185538079,20
indicator,0.04902499779564913,39
content,0.04902491327601329,18
procedure,0.049024899940682605,23
server,0.04874993003786821,15
settings,0.04873669345589932,31
category,0.04873669345589932,31
recordation,0.04873669345589932,31
determines,0.04873669345589932,31
orders,0.04873669345589932,31
containers,0.04873669345589932,31
contribution,0.04873669345589932,31
instruments,0.04873669345589932,31
industry,0.04873669345589932,31
peer,0.04873669345589932,31
issues,0.04873669345589932,31
rfid,0.04873669345589932,31
pii,0.04873669345589932,31
health,0.04873669345589932,31
check,0.04873669345589932,31
pin,0.04871269885955102,21
package,0.04770690321843415,27
conditions,0.04770690321843415,27
position,0.04770690321843415,27
databases,0.04761534134084724,31
needs,0.04761534134084724,31
issuer,0.04761418462764471,31
computer,0.04746913961207355,29
degree,0.04714960787779162,30
scenarios,0.04714960787779162,30
incident,0.04714960787779162,30
reply,0.04714960787779162,30
bits,0.04714960787779162,30
ip,0.04714960787779162,30
counter,0.04714960787779162,30
discovery,0.04714960787779162,30
provisioning,0.04714960787779162,30
endpoint,0.04714960787779162,30
transport,0.04714960787779162,30
ui,0.04714960787779162,30
topic,0.04714960787779162,30
page,0.04714960787779162,30
commit,0.04714960787779162,30
operator,0.04714960787779162,30
sending,0.04714960787779162,30
actions,0.046978248163287245,33
features,0.046664109189753576,35
plan,0.04653314479999786,29
portal,0.046502754380463175,29
determination,0.046156472332806564,23
routing,0.046125497940957584,37
account,0.04610294542717715,29
manufacture,0.04593115998479321,39
availability,0.045876498880257646,33
image,0.045773804574695265,26
video,0.04573716840163691,21
session,0.04573716840163691,21
implementation,0.04573716840163691,21
cameras,0.04573716840163691,21
servers,0.04553277639902571,34
header,0.04507762739376162,36
notification,0.044970528206893706,31
query,0.04481544045535179,31
certificate,0.04471962965267872,23
aspect,0.04457979068639234,18
capturing,0.04445283921785142,28
pricing,0.04445283921785142,28
agents,0.04445283921785142,28
pointer,0.04445283921785142,28
manufacturing,0.04445283921785142,28
behaviors,0.04445283921785142,28
numbers,0.04445283921785142,28
permissions,0.04445283921785142,28
verifies,0.04445283921785142,28
reader,0.04445283921785142,28
participation,0.04445283921785142,28
submission,0.04445283921785142,28
count,0.04445283921785142,28
meeting,0.04445283921785142,28
load,0.04445283921785142,28
row,0.04445283921785142,28
partition,0.04445283921785142,28
activities,0.04445283921785142,28
print,0.04445283921785142,28
coding,0.04445283921785142,28
trigger,0.04445283921785142,28
step,0.04445283921785142,28
reading,0.04445283921785142,28
packaging,0.04426114906966316,28
execution,0.044199173129973485,19
index,0.04418052302965564,31
program,0.043954456200623486,24
circuit,0.04362103586155356,20
authority,0.04358255633843993,37
license,0.04311711814810565,29
generates,0.04311711814810565,29
project,0.04277583746956573,40
candidate,0.04270895685355725,41
decision,0.04270895685355725,41
gateway,0.042450262922046435,31
broker,0.042450262922046435,31
attacker,0.042450262922046435,31
activation,0.042450262922046435,31
agent,0.042450262922046435,31
processor,0.042440385113189046,17
instance,0.04241887500251095,31
monitoring,0.041908224749833946,31
number,0.041783757449302815,18
action,0.04173732688653122,32
energy,0.04171670156659725,17
administrator,0.041656172510885076,38
partners,0.041639455224545104,39
balance,0.04160640728506746,43
requesting,0.04157906182911974,31
area,0.04142700948324118,37
child,0.04142700948324118,37
comprises,0.04142700948324118,37
correlation,0.041306955781818526,40
correction,0.041079933241902136,39
rule,0.04074571407778682,43
address,0.04046388082752769,15
multimedia,0.04031676776426756,45
problem,0.03987865191506767,37
credentials,0.03981738111821817,33
determine,0.039557813226146446,40
grid,0.03937908170146678,32
shard,0.03937908170146678,32
equipment,0.039320919462468754,39
inventories,0.039320919462468754,39
steps,0.03927432529456353,45
